id_brut_db,id_anunt_normalizat,id_procedura_finala,relatie
ot:2022/S 118-332426:award-1,332426-2022,,exclus: autoritate non-spital
ot:SCN1115312:award-1,SCN1115312,,exclus: autoritate non-spital
ot:SCN1119507:award-1,SCN1119507,,exclus: autoritate non-spital
ot:SCN1119507:award-2,SCN1119507,,exclus: autoritate non-spital
ot:CN1051261:award-1,CN1051261,,exclus: entitate privata (SRL/SA)
ot:CN1051261:award-10,CN1051261,,exclus: entitate privata (SRL/SA)
ot:CN1051261:award-2,CN1051261,,exclus: entitate privata (SRL/SA)
ot:CN1051261:award-3,CN1051261,,exclus: entitate privata (SRL/SA)
ot:CN1051261:award-4,CN1051261,,exclus: entitate privata (SRL/SA)
ot:CN1051261:award-5,CN1051261,,exclus: entitate privata (SRL/SA)
ot:CN1051261:award-6,CN1051261,,exclus: entitate privata (SRL/SA)
ot:CN1051261:award-7,CN1051261,,exclus: entitate privata (SRL/SA)
ot:CN1051261:award-8,CN1051261,,exclus: entitate privata (SRL/SA)
ot:CN1051261:award-9,CN1051261,,exclus: entitate privata (SRL/SA)
ot:SCN1113612:award-1,SCN1113612,,exclus: institut de cercetare / fara paturi de spital
ot:SCN1113797:award-1,SCN1113797,,exclus: autoritate non-spital
40256-2023,40256-2023,,exclus: procedura anulata / fara castigator (XML TED)
41229-2023,41229-2023,,exclus: autoritate non-spital
