id_brut_db,id_anunt_normalizat,id_procedura_finala,relatie
ot:2020/S 197-475330:award-5,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-8,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-1,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-10,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-11,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-2,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-3,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-4,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-6,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-7,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 197-475330:award-9,475330-2020,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 066-156995:award-1,156995-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 066-156995:award-2,156995-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 066-156995:award-3,156995-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 066-156995:award-4,156995-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 066-156995:award-5,156995-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 066-156995:award-6,156995-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 066-156995:award-7,156995-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 066-156995:award-8,156995-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 066-156995:award-9,156995-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 227-557152:award-2,557152-2020,,exclus: autoritate non-spital
ot:2020/S 227-557152:award-1,557152-2020,,exclus: autoritate non-spital
ot:2020/S 227-557152:award-3,557152-2020,,exclus: autoritate non-spital
ot:CAN1027534:award-1,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-10,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-11,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-12,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-13,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-14,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-15,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-16,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-17,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-18,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-19,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-2,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-20,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-21,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-22,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-23,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-3,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-4,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-5,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-6,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-7,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-8,CAN1027534,,exclus: autoritate non-spital
ot:CAN1027534:award-9,CAN1027534,,exclus: autoritate non-spital
ot:SCN1061288:award-1,SCN1061288,,exclus: entitate privata (SRL/SA)
ot:SCN1061288:award-2,SCN1061288,,exclus: entitate privata (SRL/SA)
ot:SCN1061288:award-3,SCN1061288,,exclus: entitate privata (SRL/SA)
ot:SCN1061288:award-4,SCN1061288,,exclus: entitate privata (SRL/SA)
ot:SCN1061288:award-5,SCN1061288,,exclus: entitate privata (SRL/SA)
ot:2020/S 009-016044:award-1,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-10,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-11,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-12,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-13,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-14,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-15,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-16,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-17,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-18,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-19,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-2,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-20,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-21,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-22,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-23,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-3,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-4,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-5,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-6,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-7,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-8,16044-2020,,exclus: autoritate non-spital
ot:2020/S 009-016044:award-9,16044-2020,,exclus: autoritate non-spital
ot:SCN1061640:award-1,SCN1061640,,exclus: autoritate non-spital
ot:SCN1061640:award-2,SCN1061640,,exclus: autoritate non-spital
ot:SCN1061640:award-3,SCN1061640,,exclus: autoritate non-spital
ot:2020/S 017-036129:award-1,36129-2020,,exclus: autoritate non-spital
ot:CAN1028107:award-1,CAN1028107,,exclus: institut de cercetare / fara paturi de spital
ot:CAN1028108:award-1,CAN1028108,,exclus: institut de cercetare / fara paturi de spital
ot:SCNA1023332:award-1,SCNA1023332,,exclus: autoritate non-spital
ot:SCN1062015:award-1,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-10,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-11,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-12,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-13,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-14,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-15,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-16,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-17,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-18,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-19,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-2,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-20,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-21,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-22,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-23,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-24,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-25,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-26,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-27,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-28,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-29,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-3,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-30,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-31,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-32,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-33,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-34,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-35,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-36,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-37,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-38,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-39,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-4,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-40,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-41,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-42,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-43,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-44,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-45,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-46,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-47,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-48,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-49,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-5,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-50,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-51,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-52,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-53,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-6,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-7,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-8,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062015:award-9,SCN1062015,,exclus: autoritate non-spital
ot:SCN1062180:award-1,SCN1062180,,exclus: autoritate non-spital
ot:SCN1062180:award-2,SCN1062180,,exclus: autoritate non-spital
ot:SCNA1031780:award-1,SCNA1031780,,exclus: autoritate non-spital
ot:SCN1062562:award-1,SCN1062562,,exclus: autoritate non-spital
ot:SCNA1017826:award-1,SCNA1017826,,exclus: autoritate non-spital
ot:CN1018541:award-1,CN1018541,,exclus: autoritate non-spital
ot:CN1018541:award-2,CN1018541,,exclus: autoritate non-spital
ot:CN1018541:award-3,CN1018541,,exclus: autoritate non-spital
ot:CN1018541:award-4,CN1018541,,exclus: autoritate non-spital
ot:CN1018541:award-5,CN1018541,,exclus: autoritate non-spital
ot:CN1018541:award-6,CN1018541,,exclus: autoritate non-spital
ot:CN1018640:award-1,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-10,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-11,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-12,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-13,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-14,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-15,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-2,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-3,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-4,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-5,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-6,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-7,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-8,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CN1018640:award-9,CN1018640,,exclus: entitate privata (SRL/SA)
ot:CAN1028872:award-1,CAN1028872,,exclus: autoritate non-spital
ot:SCN1062866:award-1,SCN1062866,,exclus: autoritate non-spital
ot:SCN1062866:award-2,SCN1062866,,exclus: autoritate non-spital
ot:SCN1062866:award-3,SCN1062866,,exclus: autoritate non-spital
ot:SCN1062866:award-4,SCN1062866,,exclus: autoritate non-spital
ot:SCN1062866:award-5,SCN1062866,,exclus: autoritate non-spital
ot:SCN1062885:award-1,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062885:award-10,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062885:award-2,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062885:award-3,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062885:award-4,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062885:award-5,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062885:award-6,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062885:award-7,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062885:award-8,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062885:award-9,SCN1062885,,exclus: autoritate non-spital
ot:SCN1062949:award-1,SCN1062949,,exclus: autoritate non-spital
ot:SCN1062949:award-2,SCN1062949,,exclus: autoritate non-spital
ot:SCN1062949:award-3,SCN1062949,,exclus: autoritate non-spital
ot:SCN1062949:award-4,SCN1062949,,exclus: autoritate non-spital
ot:SCN1062949:award-5,SCN1062949,,exclus: autoritate non-spital
ot:2020/S 039-092054:award-1,92054-2020,,exclus: autoritate non-spital
ot:SCN1063272:award-1,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-10,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-11,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-12,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-13,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-14,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-15,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-2,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-3,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-4,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-5,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-6,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-7,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-8,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063272:award-9,SCN1063272,,exclus: autoritate non-spital
ot:SCN1063430:award-1,SCN1063430,,exclus: entitate privata (SRL/SA)
ot:SCN1063430:award-2,SCN1063430,,exclus: entitate privata (SRL/SA)
ot:SCN1063430:award-3,SCN1063430,,exclus: entitate privata (SRL/SA)
ot:2020/S 058-138397:award-1,138397-2020,,exclus: autoritate non-spital
ot:SCN1064485:award-1,SCN1064485,,exclus: autoritate non-spital
ot:SCN1064485:award-2,SCN1064485,,exclus: autoritate non-spital
ot:SCN1064681:award-1,SCN1064681,,exclus: autoritate non-spital
ot:2020/S 057-135643:award-1,135643-2020,,exclus: autoritate non-spital
ot:2020/S 057-135643:award-2,135643-2020,,exclus: autoritate non-spital
ot:2020/S 062-147992:award-1,147992-2020,,exclus: autoritate non-spital
ot:2020/S 062-147992:award-2,147992-2020,,exclus: autoritate non-spital
ot:SCN1064943:award-1,SCN1064943,,exclus: autoritate non-spital
ot:SCN1064943:award-2,SCN1064943,,exclus: autoritate non-spital
ot:SCN1064943:award-3,SCN1064943,,exclus: autoritate non-spital
ot:SCN1064943:award-4,SCN1064943,,exclus: autoritate non-spital
ot:SCN1064943:award-5,SCN1064943,,exclus: autoritate non-spital
ot:SCN1064943:award-6,SCN1064943,,exclus: autoritate non-spital
ot:SCN1064943:award-7,SCN1064943,,exclus: autoritate non-spital
ot:2020/S 063-150685:award-1,150685-2020,,exclus: autoritate non-spital
ot:2020/S 087-206758:award-1,206758-2020,,exclus: autoritate non-spital
ot:2020/S 087-206762:award-1,206762-2020,,exclus: autoritate non-spital
ot:2020/S 087-206773:award-1,206773-2020,,exclus: autoritate non-spital
ot:2020/S 087-206775:award-1,206775-2020,,exclus: autoritate non-spital
ot:CAN1030636:award-1,CAN1030636,,exclus: autoritate non-spital
ot:2020/S 081-192134:award-1,192134-2020,,exclus: autoritate non-spital
ot:2020/S 081-192134:award-2,192134-2020,,exclus: autoritate non-spital
ot:2020/S 081-192134:award-3,192134-2020,,exclus: autoritate non-spital
ot:SCN1065521:award-1,SCN1065521,,exclus: autoritate non-spital
ot:SCN1065521:award-2,SCN1065521,,exclus: autoritate non-spital
ot:SCN1065521:award-3,SCN1065521,,exclus: autoritate non-spital
ot:SCN1065521:award-4,SCN1065521,,exclus: autoritate non-spital
ot:SCN1065521:award-5,SCN1065521,,exclus: autoritate non-spital
ot:SCN1065575:award-1,SCN1065575,,exclus: unitate militara fara profil de spital
ot:SCN1065575:award-2,SCN1065575,,exclus: unitate militara fara profil de spital
ot:SCN1065575:award-3,SCN1065575,,exclus: unitate militara fara profil de spital
ot:SCN1065575:award-4,SCN1065575,,exclus: unitate militara fara profil de spital
ot:SCN1065575:award-5,SCN1065575,,exclus: unitate militara fara profil de spital
ot:SCN1065575:award-6,SCN1065575,,exclus: unitate militara fara profil de spital
ot:SCN1065575:award-7,SCN1065575,,exclus: unitate militara fara profil de spital
ot:SCN1065648:award-1,SCN1065648,,exclus: autoritate non-spital
ot:SCN1065648:award-2,SCN1065648,,exclus: autoritate non-spital
ot:SCN1065648:award-3,SCN1065648,,exclus: autoritate non-spital
ot:SCN1065648:award-4,SCN1065648,,exclus: autoritate non-spital
ot:SCN1065660:award-1,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-10,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-11,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-12,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-2,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-3,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-4,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-5,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-6,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-7,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-8,SCN1065660,,exclus: autoritate non-spital
ot:SCN1065660:award-9,SCN1065660,,exclus: autoritate non-spital
ot:2020/S 082-193199:award-1,193199-2020,,exclus: autoritate non-spital
ot:SCN1065726:award-1,SCN1065726,,exclus: unitate militara fara profil de spital
ot:SCN1065726:award-2,SCN1065726,,exclus: unitate militara fara profil de spital
ot:SCN1065726:award-3,SCN1065726,,exclus: unitate militara fara profil de spital
ot:SCN1065726:award-4,SCN1065726,,exclus: unitate militara fara profil de spital
ot:SCN1065726:award-5,SCN1065726,,exclus: unitate militara fara profil de spital
ot:SCN1065726:award-6,SCN1065726,,exclus: unitate militara fara profil de spital
ot:SCN1065726:award-7,SCN1065726,,exclus: unitate militara fara profil de spital
ot:SCN1065726:award-8,SCN1065726,,exclus: unitate militara fara profil de spital
ot:SCN1065726:award-9,SCN1065726,,exclus: unitate militara fara profil de spital
ot:2020/S 069-163750:award-1,163750-2020,,exclus: autoritate non-spital
ot:2020/S 069-163750:award-2,163750-2020,,exclus: autoritate non-spital
ot:2020/S 069-163750:award-3,163750-2020,,exclus: autoritate non-spital
ot:2020/S 069-163750:award-4,163750-2020,,exclus: autoritate non-spital
ot:2020/S 069-163831:award-1,163831-2020,,exclus: autoritate non-spital
ot:2020/S 082-193400:award-1,193400-2020,,exclus: autoritate non-spital
ot:2020/S 082-193416:award-1,193416-2020,,exclus: autoritate non-spital
ot:2020/S 082-193419:award-1,193419-2020,,exclus: autoritate non-spital
ot:2020/S 082-193424:award-1,193424-2020,,exclus: autoritate non-spital
ot:2020/S 089-212016:award-1,212016-2020,,exclus: autoritate non-spital
ot:2020/S 098-233655:award-1,233655-2020,,exclus: autoritate non-spital
ot:CAN1030980:award-1,CAN1030980,,exclus: autoritate non-spital
ot:CAN1030982:award-1,CAN1030982,,exclus: autoritate non-spital
ot:2020/S 105-253555:award-1,253555-2020,,exclus: autoritate non-spital
ot:SCN1066069:award-1,SCN1066069,,exclus: autoritate non-spital
ot:SCN1066069:award-2,SCN1066069,,exclus: autoritate non-spital
ot:SCN1066069:award-3,SCN1066069,,exclus: autoritate non-spital
ot:SCN1066069:award-4,SCN1066069,,exclus: autoritate non-spital
ot:SCN1066069:award-5,SCN1066069,,exclus: autoritate non-spital
ot:SCN1066069:award-6,SCN1066069,,exclus: autoritate non-spital
ot:SCN1066069:award-7,SCN1066069,,exclus: autoritate non-spital
ot:SCN1066069:award-8,SCN1066069,,exclus: autoritate non-spital
ot:SCN1066139:award-1,SCN1066139,,exclus: autoritate non-spital
ot:SCN1066139:award-2,SCN1066139,,exclus: autoritate non-spital
ot:SCN1066139:award-3,SCN1066139,,exclus: autoritate non-spital
ot:SCN1066139:award-4,SCN1066139,,exclus: autoritate non-spital
ot:SCN1066139:award-5,SCN1066139,,exclus: autoritate non-spital
ot:2020/S 077-181902:award-1,181902-2020,,exclus: autoritate non-spital
ot:CAN1031669:award-1,CAN1031669,,exclus: autoritate non-spital
ot:CAN1031707:award-1,CAN1031707,,exclus: autoritate non-spital
ot:SCN1066361:award-1,SCN1066361,,exclus: autoritate non-spital
ot:SCN1066361:award-2,SCN1066361,,exclus: autoritate non-spital
ot:2020/S 082-193447:award-1,193447-2020,,exclus: autoritate non-spital
ot:2020/S 083-195708:award-1,195708-2020,,exclus: autoritate non-spital
ot:CAN1031781:award-1,CAN1031781,,exclus: autoritate non-spital
ot:CAN1031800:award-1,CAN1031800,,exclus: autoritate non-spital
ot:2020/S 087-206755:award-1,206755-2020,,exclus: autoritate non-spital
ot:2020/S 092-219494:award-1,219494-2020,,exclus: autoritate non-spital
ot:CN1020339:award-1,CN1020339,,exclus: institut de cercetare / fara paturi de spital
ot:CN1020339:award-2,CN1020339,,exclus: institut de cercetare / fara paturi de spital
ot:CN1020339:award-3,CN1020339,,exclus: institut de cercetare / fara paturi de spital
ot:2020/S 091-216730:award-1,216730-2020,,exclus: autoritate non-spital
ot:2020/S 092-219336:award-1,219336-2020,,exclus: autoritate non-spital
ot:2020/S 092-219404:award-1,219404-2020,,exclus: autoritate non-spital
ot:2020/S 092-219430:award-1,219430-2020,,exclus: autoritate non-spital
ot:2020/S 092-219484:award-1,219484-2020,,exclus: autoritate non-spital
ot:2020/S 092-219502:award-1,219502-2020,,exclus: autoritate non-spital
ot:2020/S 092-219530:award-1,219530-2020,,exclus: autoritate non-spital
ot:2020/S 092-219553:award-1,219553-2020,,exclus: autoritate non-spital
ot:2020/S 092-219609:award-1,219609-2020,,exclus: autoritate non-spital
ot:2020/S 092-219624:award-1,219624-2020,,exclus: autoritate non-spital
ot:2020/S 100-240205:award-1,240205-2020,,exclus: autoritate non-spital
ot:CAN1031979:award-1,CAN1031979,,exclus: autoritate non-spital
ot:2020/S 076-179550:award-1,179550-2020,,exclus: autoritate non-spital
ot:SCN1066752:award-1,SCN1066752,,exclus: autoritate non-spital
ot:SCN1066752:award-2,SCN1066752,,exclus: autoritate non-spital
ot:SCN1066752:award-3,SCN1066752,,exclus: autoritate non-spital
ot:SCN1066752:award-4,SCN1066752,,exclus: autoritate non-spital
ot:SCN1066770:award-1,SCN1066770,,exclus: unitate militara fara profil de spital
ot:SCN1066770:award-2,SCN1066770,,exclus: unitate militara fara profil de spital
ot:SCNA1019095:award-1,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-10,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-11,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-2,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-3,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-4,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-5,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-6,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-7,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-8,SCNA1019095,,exclus: autoritate non-spital
ot:SCNA1019095:award-9,SCNA1019095,,exclus: autoritate non-spital
ot:CAN1032089:award-1,CAN1032089,,exclus: autoritate non-spital
ot:CAN1032129:award-1,CAN1032129,,exclus: autoritate non-spital
ot:CAN1032133:award-1,CAN1032133,,exclus: autoritate non-spital
ot:SCN1066786:award-1,SCN1066786,,exclus: autoritate non-spital
ot:SCN1066786:award-2,SCN1066786,,exclus: autoritate non-spital
ot:SCN1066786:award-3,SCN1066786,,exclus: autoritate non-spital
ot:SCN1066786:award-4,SCN1066786,,exclus: autoritate non-spital
ot:SCN1066786:award-5,SCN1066786,,exclus: autoritate non-spital
ot:2020/S 220-539996:award-1,539996-2020,,exclus: autoritate non-spital
ot:SCN1066892:award-1,SCN1066892,,exclus: autoritate non-spital
ot:SCN1066892:award-2,SCN1066892,,exclus: autoritate non-spital
ot:SCN1066892:award-3,SCN1066892,,exclus: autoritate non-spital
ot:2020/S 092-219542:award-1,219542-2020,,exclus: autoritate non-spital
ot:2020/S 092-219545:award-1,219545-2020,,exclus: autoritate non-spital
ot:2020/S 092-219585:award-1,219585-2020,,exclus: autoritate non-spital
ot:CN1020531:award-1,CN1020531,,exclus: institut de cercetare / fara paturi de spital
ot:CAN1032351:award-1,CAN1032351,,exclus: autoritate non-spital
ot:SCN1067049:award-1,SCN1067049,,exclus: autoritate non-spital
ot:SCN1067049:award-2,SCN1067049,,exclus: autoritate non-spital
ot:SCN1067049:award-3,SCN1067049,,exclus: autoritate non-spital
ot:SCN1067049:award-4,SCN1067049,,exclus: autoritate non-spital
ot:2020/S 080-188245:award-1,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-10,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-11,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-12,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-13,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-14,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-15,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-16,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-2,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-3,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-4,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-5,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-6,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-7,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-8,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 080-188245:award-9,188245-2020,,exclus: unitate militara fara profil de spital
ot:2020/S 098-234018:award-1,234018-2020,,exclus: autoritate non-spital
ot:CAN1032380:award-1,CAN1032380,,exclus: autoritate non-spital
ot:CAN1032388:award-1,CAN1032388,,exclus: autoritate non-spital
ot:2020/S 095-226632:award-1,226632-2020,,exclus: autoritate non-spital
ot:CAN1032524:award-1,CAN1032524,,exclus: autoritate non-spital
ot:CAN1032529:award-1,CAN1032529,,exclus: autoritate non-spital
ot:SCN1067176:award-1,SCN1067176,,exclus: autoritate non-spital
ot:SCN1067176:award-10,SCN1067176,,exclus: autoritate non-spital
ot:SCN1067176:award-11,SCN1067176,,exclus: autoritate non-spital
ot:SCN1067176:award-12,SCN1067176,,exclus: autoritate non-spital
ot:SCN1067176:award-13,SCN1067176,,exclus: autoritate non-spital
